attack_type,security_tools_used,industry
Business Email Compromise,DMARC,Manufacturing
Phishing,MFA,Manufacturing
SQL Injection,Database Firewall,Utilities
Ransomware,EDR,Finance
Phishing,MFA,Manufacturing
Ransomware,Antivirus,Education
Ransomware,SIEM,Education
SQL Injection,WAF,Finance
DDoS,CDN Scrubbing,Retail
SQL Injection,WAF,Healthcare
SQL Injection,Database Firewall,Manufacturing
Malware,IDS,Finance
SQL Injection,Database Firewall,Healthcare
Malware,EDR,Retail
Malware,Antivirus,Energy
Business Email Compromise,Email Filtering,Manufacturing
Phishing,Email Filtering,Finance
Business Email Compromise,DMARC,Healthcare
Business Email Compromise,DMARC,Education
SQL Injection,Database Firewall,Healthcare
Brute Force,Account Lockout,Finance
Phishing,MFA,Finance
Malware,Antivirus,Technology
Ransomware,EDR,Retail
DDoS,Firewall,Government
Credential Stuffing,MFA,Finance
SQL Injection,WAF,Government
Malware,SIEM,Utilities
Phishing,MFA,Technology
SQL Injection,Database Firewall,Finance
Ransomware,Antivirus,Manufacturing
SQL Injection,WAF,Government
DDoS,DDoS Mitigation,Finance
Zero-Day Exploit,EDR,Technology
SQL Injection,WAF,Manufacturing
Phishing,MFA,Education
Credential Stuffing,Account Lockout,Technology
Business Email Compromise,DMARC,Retail
Credential Stuffing,Account Lockout,Manufacturing
Malware,EDR,Transportation
SQL Injection,WAF,Manufacturing
Phishing,Email Filtering,Manufacturing
Phishing,Email Filtering,Energy
DDoS,CDN Scrubbing,Education
Malware,EDR,Healthcare
Phishing,MFA,Technology
SQL Injection,WAF,Government
Phishing,Email Filtering,Education
SQL Injection,WAF,Technology
Phishing,MFA,Finance
Malware,Antivirus,Government
DDoS,DDoS Mitigation,Government
Credential Stuffing,Account Lockout,Government
Ransomware,Antivirus,Finance
Malware,Antivirus,Manufacturing
Brute Force,SIEM,Education
DDoS,CDN Scrubbing,Energy
Credential Stuffing,Account Lockout,Government
Ransomware,Antivirus,Manufacturing
DDoS,DDoS Mitigation,Healthcare
Malware,EDR,Government
Supply Chain Compromise,SIEM,Manufacturing
Malware,Antivirus,Utilities
Credential Stuffing,MFA,Technology
Supply Chain Compromise,EDR,Retail
Insider Threat,Account Lockout,Education
Credential Stuffing,Account Lockout,Technology
DDoS,DDoS Mitigation,Healthcare
Phishing,DMARC,Finance
Zero-Day Exploit,EDR,Finance
Business Email Compromise,MFA,Technology
Credential Stuffing,MFA,Finance
Phishing,DMARC,Transportation
Phishing,DMARC,Technology
Business Email Compromise,DMARC,Manufacturing
Malware,EDR,Technology
Malware,Antivirus,Technology
SQL Injection,Database Firewall,Manufacturing
Malware,EDR,Manufacturing
Cross-Site Scripting,WAF,Retail
Brute Force,MFA,Healthcare
Credential Stuffing,Account Lockout,Transportation
Malware,Antivirus,Healthcare
Ransomware,Offline Backups,Manufacturing
DDoS,CDN Scrubbing,Government
Ransomware,Antivirus,Education
Ransomware,Offline Backups,Healthcare
Business Email Compromise,Email Filtering,Healthcare
Cross-Site Scripting,Content Security Policy,Manufacturing
Supply Chain Compromise,SIEM,Finance
Phishing,IDS,Technology
Ransomware,SIEM,Healthcare
Brute Force,MFA,Manufacturing
SQL Injection,Database Firewall,Technology
Ransomware,Antivirus,Transportation
Ransomware,EDR,Retail
DDoS,DDoS Mitigation,Finance
SQL Injection,WAF,Manufacturing
Cross-Site Scripting,Content Security Policy,Healthcare
Phishing,DMARC,Healthcare
Ransomware,EDR,Government
DDoS,WAF,Education
Cross-Site Scripting,Content Security Policy,Education
Phishing,SIEM,Utilities
DDoS,DDoS Mitigation,Utilities
Phishing,DMARC,Transportation
Ransomware,Offline Backups,Manufacturing
Credential Stuffing,SIEM,Manufacturing
Phishing,MFA,Healthcare
Phishing,MFA,Finance
DDoS,CDN Scrubbing,Manufacturing
Malware,EDR,Energy
Business Email Compromise,MFA,Finance
Credential Stuffing,Account Lockout,Finance
Phishing,Email Filtering,Manufacturing
Ransomware,EDR,Healthcare
Cross-Site Scripting,WAF,Manufacturing
Phishing,MFA,Energy
Phishing,MFA,Finance
SQL Injection,Database Firewall,Government
Phishing,DMARC,Healthcare
Ransomware,Offline Backups,Technology
Ransomware,EDR,Technology
Phishing,Email Filtering,Government
Supply Chain Compromise,EDR,Government
DDoS,DDoS Mitigation,Healthcare
Credential Stuffing,MFA,Transportation
Ransomware,Offline Backups,Manufacturing
DDoS,DDoS Mitigation,Education
Cross-Site Scripting,WAF,Manufacturing
Ransomware,Antivirus,Healthcare
Malware,Antivirus,Energy
Ransomware,Offline Backups,Manufacturing
Phishing,Email Filtering,Technology
Credential Stuffing,MFA,Technology
Malware,Antivirus,Healthcare
Credential Stuffing,Account Lockout,Retail
Phishing,MFA,Energy
Business Email Compromise,Email Filtering,Education
SQL Injection,WAF,Healthcare
Brute Force,SIEM,Finance
Ransomware,Antivirus,Healthcare
SQL Injection,SIEM,Healthcare
DDoS,CDN Scrubbing,Manufacturing
Ransomware,Offline Backups,Transportation
Ransomware,Offline Backups,Education
DDoS,DDoS Mitigation,Government
Phishing,MFA,Finance
Phishing,IDS,Finance
DDoS,DDoS Mitigation,Finance
Cross-Site Scripting,Content Security Policy,Finance
Phishing,DMARC,Technology
Ransomware,SIEM,Manufacturing
SQL Injection,WAF,Manufacturing
Ransomware,EDR,Transportation
Phishing,Email Filtering,Technology
DDoS,DDoS Mitigation,Transportation
Zero-Day Exploit,Firewall,Manufacturing
Business Email Compromise,DMARC,Finance
Brute Force,MFA,Healthcare
Supply Chain Compromise,EDR,Healthcare
Cross-Site Scripting,WAF,Manufacturing
Credential Stuffing,MFA,Manufacturing
Brute Force,Account Lockout,Education
Cross-Site Scripting,SIEM,Healthcare
SQL Injection,Database Firewall,Finance
Brute Force,SIEM,Technology
Phishing,MFA,Technology
Malware,EDR,Finance
Cross-Site Scripting,WAF,Manufacturing
Credential Stuffing,MFA,Utilities
Phishing,SIEM,Energy
Phishing,Email Filtering,Government
DDoS,CDN Scrubbing,Technology
Malware,EDR,Manufacturing
Ransomware,SIEM,Education
Business Email Compromise,Email Filtering,Healthcare
SQL Injection,SIEM,Manufacturing
Malware,Antivirus,Healthcare
Cross-Site Scripting,Content Security Policy,Government
Ransomware,EDR,Retail
Ransomware,EDR,Government
Brute Force,Account Lockout,Government
Brute Force,Account Lockout,Healthcare
DDoS,CDN Scrubbing,Education
Ransomware,Offline Backups,Technology
Cross-Site Scripting,Content Security Policy,Retail
SQL Injection,Database Firewall,Manufacturing
Ransomware,Offline Backups,Utilities
Ransomware,EDR,Healthcare
Brute Force,SIEM,Manufacturing
Brute Force,MFA,Technology
Phishing,MFA,Manufacturing
Cross-Site Scripting,Content Security Policy,Manufacturing
Malware,Antivirus,Retail
Ransomware,Antivirus,Technology
Ransomware,SIEM,Education
Ransomware,Offline Backups,Healthcare
Cross-Site Scripting,WAF,Government
DDoS,Firewall,Technology
Ransomware,SIEM,Retail
DDoS,CDN Scrubbing,Finance
Ransomware,SIEM,Technology
Ransomware,Offline Backups,Transportation
Zero-Day Exploit,Firewall,Healthcare
Malware,Antivirus,Manufacturing
SQL Injection,Database Firewall,Retail
DDoS,DDoS Mitigation,Energy
DDoS,DDoS Mitigation,Manufacturing
DDoS,Firewall,Technology
Credential Stuffing,Account Lockout,Education
Zero-Day Exploit,EDR,Government
Credential Stuffing,MFA,Utilities
SQL Injection,Database Firewall,Finance
Malware,Antivirus,Retail
Ransomware,Offline Backups,Healthcare
Credential Stuffing,Account Lockout,Transportation
SQL Injection,Database Firewall,Technology
Phishing,DMARC,Government
Brute Force,MFA,Technology
Cross-Site Scripting,WAF,Finance
SQL Injection,Database Firewall,Retail
Phishing,Email Filtering,Finance
Supply Chain Compromise,EDR,Education
Phishing,Email Filtering,Technology
Ransomware,Antivirus,Retail
Ransomware,EDR,Healthcare
Business Email Compromise,DMARC,Technology
SQL Injection,Database Firewall,Technology
Credential Stuffing,MFA,Manufacturing
SQL Injection,WAF,Manufacturing
Phishing,DMARC,Retail
Malware,IDS,Retail
Phishing,DMARC,Retail
Phishing,MFA,Manufacturing
Business Email Compromise,Email Filtering,Healthcare
DDoS,CDN Scrubbing,Manufacturing
Phishing,DMARC,Government
Ransomware,Antivirus,Energy
Brute Force,Account Lockout,Healthcare
Credential Stuffing,MFA,Retail
Brute Force,Account Lockout,Manufacturing
Phishing,Email Filtering,Healthcare
Credential Stuffing,MFA,Manufacturing
DDoS,CDN Scrubbing,Healthcare
Ransomware,EDR,Retail
Cross-Site Scripting,Content Security Policy,Education
Brute Force,Account Lockout,Healthcare
Phishing,MFA,Finance
Ransomware,Offline Backups,Retail
Business Email Compromise,SIEM,Transportation
DDoS,CDN Scrubbing,Finance
Ransomware,Antivirus,Healthcare
DDoS,Firewall,Retail
Phishing,Email Filtering,Healthcare
Supply Chain Compromise,Offline Backups,Utilities
Cross-Site Scripting,WAF,Technology
Ransomware,EDR,Retail
Ransomware,EDR,Manufacturing
Cross-Site Scripting,WAF,Technology
DDoS,CDN Scrubbing,Education
Malware,Antivirus,Finance
Phishing,IDS,Technology
Malware,EDR,Transportation
Zero-Day Exploit,EDR,Energy
Ransomware,EDR,Healthcare
SQL Injection,WAF,Finance
Phishing,Email Filtering,Technology
Cross-Site Scripting,SIEM,Retail
SQL Injection,WAF,Healthcare
Phishing,SIEM,Healthcare
Zero-Day Exploit,SIEM,Education
Supply Chain Compromise,IDS,Education
DDoS,CDN Scrubbing,Energy
SQL Injection,Database Firewall,Utilities
Malware,Antivirus,Government
Phishing,MFA,Government
Malware,Antivirus,Government
Business Email Compromise,Email Filtering,Technology
DDoS,DDoS Mitigation,Technology
Supply Chain Compromise,EDR,Healthcare
Zero-Day Exploit,IDS,Retail
Credential Stuffing,IDS,Healthcare
SQL Injection,WAF,Healthcare
SQL Injection,WAF,Finance
Insider Threat,IDS,Technology
Ransomware,EDR,Healthcare
Phishing,SIEM,Energy
Phishing,MFA,Energy
Malware,Antivirus,Manufacturing
Cross-Site Scripting,SIEM,Manufacturing
Malware,Antivirus,Healthcare
Insider Threat,EDR,Government
Brute Force,Account Lockout,Energy
Supply Chain Compromise,Offline Backups,Manufacturing
Phishing,Email Filtering,Government
Phishing,SIEM,Manufacturing
Zero-Day Exploit,Firewall,Technology
Ransomware,Antivirus,Utilities
Phishing,MFA,Manufacturing
Credential Stuffing,MFA,Manufacturing
Phishing,DMARC,Technology
Cross-Site Scripting,Content Security Policy,Finance
Zero-Day Exploit,SIEM,Transportation
Cross-Site Scripting,WAF,Utilities
Phishing,Email Filtering,Manufacturing
SQL Injection,WAF,Manufacturing
Phishing,Email Filtering,Government
Credential Stuffing,MFA,Healthcare
Phishing,DMARC,Education
Brute Force,Account Lockout,Retail
Credential Stuffing,Account Lockout,Manufacturing
Business Email Compromise,MFA,Energy
Phishing,Email Filtering,Manufacturing
Ransomware,Offline Backups,Technology
Zero-Day Exploit,IDS,Finance
Credential Stuffing,IDS,Finance
Malware,Antivirus,Retail
Credential Stuffing,MFA,Retail
Phishing,DMARC,Utilities
Brute Force,Account Lockout,Utilities
Phishing,Email Filtering,Finance
Malware,Antivirus,Manufacturing
Malware,Antivirus,Government
Phishing,DMARC,Utilities
Brute Force,Account Lockout,Healthcare
Phishing,MFA,Technology
Ransomware,EDR,Technology
Credential Stuffing,Account Lockout,Manufacturing
Phishing,Email Filtering,Retail
Ransomware,EDR,Technology
Brute Force,MFA,Government
Zero-Day Exploit,IDS,Energy
Phishing,IDS,Energy
Supply Chain Compromise,SIEM,Technology
SQL Injection,SIEM,Healthcare
Ransomware,Antivirus,Government
Malware,Antivirus,Energy
Ransomware,EDR,Finance
Credential Stuffing,Account Lockout,Education
Business Email Compromise,DMARC,Manufacturing
Phishing,Email Filtering,Education
Ransomware,EDR,Manufacturing
Brute Force,Account Lockout,Manufacturing
Ransomware,Antivirus,Finance
Credential Stuffing,MFA,Manufacturing
Ransomware,Offline Backups,Manufacturing
Zero-Day Exploit,EDR,Manufacturing
DDoS,DDoS Mitigation,Technology
Phishing,MFA,Government
Cross-Site Scripting,Content Security Policy,Manufacturing
Phishing,MFA,Retail
Phishing,DMARC,Energy
DDoS,CDN Scrubbing,Manufacturing
Phishing,MFA,Manufacturing
Phishing,DMARC,Energy
DDoS,WAF,Energy
Supply Chain Compromise,SIEM,Finance
Phishing,MFA,Energy
Insider Threat,IDS,Manufacturing
Malware,Antivirus,Technology
Brute Force,SIEM,Government
DDoS,DDoS Mitigation,Healthcare
Ransomware,Offline Backups,Government
Phishing,IDS,Finance
DDoS,Firewall,Government
Zero-Day Exploit,SIEM,Technology
Credential Stuffing,MFA,Technology
Ransomware,Antivirus,Healthcare
Ransomware,Offline Backups,Healthcare
Phishing,Email Filtering,Government
Phishing,SIEM,Manufacturing
Business Email Compromise,MFA,Manufacturing
SQL Injection,WAF,Manufacturing
Supply Chain Compromise,SIEM,Manufacturing
Business Email Compromise,DMARC,Energy
Business Email Compromise,DMARC,Technology
Phishing,DMARC,Utilities
Malware,Antivirus,Manufacturing
Ransomware,Antivirus,Retail
DDoS,Firewall,Technology
Cross-Site Scripting,Content Security Policy,Technology
Insider Threat,IDS,Education
Phishing,MFA,Utilities
SQL Injection,WAF,Education
Cross-Site Scripting,Content Security Policy,Manufacturing
Cross-Site Scripting,WAF,Healthcare
Credential Stuffing,Account Lockout,Retail
Phishing,Email Filtering,Healthcare
Ransomware,EDR,Government
Ransomware,SIEM,Finance
Cross-Site Scripting,WAF,Finance
Insider Threat,EDR,Energy
Brute Force,MFA,Retail
Credential Stuffing,Account Lockout,Manufacturing
Ransomware,EDR,Manufacturing
Brute Force,MFA,Finance
Ransomware,Antivirus,Technology
Phishing,MFA,Healthcare
Malware,Antivirus,Technology
SQL Injection,WAF,Government
Cross-Site Scripting,WAF,Energy
Cross-Site Scripting,WAF,Finance
Phishing,Email Filtering,Technology
Malware,Antivirus,Healthcare
Phishing,MFA,Finance
Phishing,IDS,Healthcare
Brute Force,MFA,Finance
Credential Stuffing,MFA,Retail
SQL Injection,WAF,Manufacturing
SQL Injection,WAF,Manufacturing
Phishing,Email Filtering,Healthcare
Phishing,DMARC,Education
Ransomware,EDR,Retail
Malware,Antivirus,Manufacturing
Ransomware,EDR,Education
Credential Stuffing,IDS,Technology
Phishing,Email Filtering,Technology
Malware,Antivirus,Transportation
Ransomware,SIEM,Manufacturing
Business Email Compromise,MFA,Healthcare
Phishing,Email Filtering,Finance
Malware,EDR,Manufacturing
Malware,Antivirus,Retail
Malware,EDR,Healthcare
Phishing,DMARC,Manufacturing
Phishing,MFA,Healthcare
Phishing,Email Filtering,Technology
Phishing,Email Filtering,Manufacturing
Ransomware,Antivirus,Manufacturing
SQL Injection,SIEM,Energy
Ransomware,Antivirus,Healthcare
Ransomware,Offline Backups,Technology
Ransomware,Offline Backups,Manufacturing
DDoS,DDoS Mitigation,Technology
DDoS,CDN Scrubbing,Healthcare
Ransomware,EDR,Finance
Credential Stuffing,Account Lockout,Healthcare
Malware,Antivirus,Education
DDoS,Firewall,Education
Credential Stuffing,MFA,Manufacturing
Phishing,MFA,Manufacturing
Brute Force,MFA,Manufacturing
Business Email Compromise,Email Filtering,Finance
SQL Injection,WAF,Manufacturing
Cross-Site Scripting,Content Security Policy,Energy
Insider Threat,EDR,Government
Phishing,MFA,Energy
Phishing,Email Filtering,Finance
DDoS,DDoS Mitigation,Utilities
Supply Chain Compromise,IDS,Manufacturing
Malware,EDR,Technology
Zero-Day Exploit,SIEM,Healthcare
Zero-Day Exploit,SIEM,Transportation
Brute Force,MFA,Finance
Malware,Antivirus,Energy
SQL Injection,WAF,Manufacturing
DDoS,DDoS Mitigation,Utilities
Malware,Antivirus,Finance
Phishing,SIEM,Finance
Phishing,SIEM,Utilities
Phishing,Email Filtering,Technology
Malware,Antivirus,Technology
Ransomware,Antivirus,Finance
Phishing,Email Filtering,Manufacturing
SQL Injection,Database Firewall,Healthcare
DDoS,WAF,Manufacturing
Ransomware,SIEM,Manufacturing
Zero-Day Exploit,SIEM,Energy
Ransomware,EDR,Finance
Malware,Antivirus,Technology
Business Email Compromise,SIEM,Technology
Business Email Compromise,DMARC,Technology
DDoS,CDN Scrubbing,Retail
Malware,Antivirus,Education
Phishing,Email Filtering,Transportation
Phishing,SIEM,Technology
Brute Force,MFA,Healthcare
Ransomware,EDR,Technology
Business Email Compromise,Email Filtering,Finance
Malware,Antivirus,Technology
Credential Stuffing,MFA,Retail
Phishing,DMARC,Finance
Ransomware,EDR,Healthcare
Supply Chain Compromise,IDS,Healthcare
SQL Injection,WAF,Technology
Malware,EDR,Manufacturing
Phishing,IDS,Manufacturing
Ransomware,Antivirus,Government
Phishing,MFA,Technology
Malware,EDR,Healthcare
Phishing,SIEM,Finance
Phishing,MFA,Government
Zero-Day Exploit,IDS,Healthcare
SQL Injection,SIEM,Energy
Business Email Compromise,Email Filtering,Education
Credential Stuffing,MFA,Finance
Malware,EDR,Retail
Ransomware,EDR,Manufacturing
Credential Stuffing,Account Lockout,Transportation
Malware,EDR,Technology
Supply Chain Compromise,EDR,Education
Ransomware,Antivirus,Finance
Credential Stuffing,Account Lockout,Manufacturing
Phishing,MFA,Manufacturing
Phishing,Email Filtering,Retail
Malware,EDR,Finance
DDoS,Firewall,Manufacturing
Brute Force,SIEM,Government
Ransomware,Antivirus,Energy
DDoS,WAF,Finance
Phishing,DMARC,Technology
Phishing,SIEM,Manufacturing
Brute Force,Account Lockout,Government
Phishing,MFA,Healthcare
SQL Injection,WAF,Education
Brute Force,MFA,Technology
Supply Chain Compromise,EDR,Finance
Phishing,MFA,Healthcare
Brute Force,Account Lockout,Manufacturing
Credential Stuffing,Account Lockout,Government
Phishing,DMARC,Finance
DDoS,DDoS Mitigation,Finance
Phishing,MFA,Transportation
DDoS,DDoS Mitigation,Transportation
Cross-Site Scripting,Content Security Policy,Energy
Brute Force,MFA,Manufacturing
Phishing,SIEM,Finance
Phishing,Email Filtering,Education
Malware,EDR,Technology
DDoS,DDoS Mitigation,Manufacturing
SQL Injection,WAF,Energy
Phishing,MFA,Technology
SQL Injection,Database Firewall,Finance
Malware,Antivirus,Utilities
Credential Stuffing,MFA,Finance
Credential Stuffing,MFA,Technology
Supply Chain Compromise,EDR,Technology
Cross-Site Scripting,Content Security Policy,Technology
Credential Stuffing,SIEM,Manufacturing
Phishing,MFA,Government
SQL Injection,Database Firewall,Energy
Credential Stuffing,Account Lockout,Healthcare
Phishing,DMARC,Healthcare
DDoS,WAF,Education
Malware,Antivirus,Manufacturing
Phishing,SIEM,Finance
Business Email Compromise,DMARC,Technology
SQL Injection,WAF,Retail
Phishing,Email Filtering,Manufacturing
Insider Threat,SIEM,Retail
Ransomware,Antivirus,Technology
Credential Stuffing,Account Lockout,Finance
Phishing,Email Filtering,Manufacturing
DDoS,CDN Scrubbing,Technology
DDoS,DDoS Mitigation,Finance
Ransomware,Antivirus,Healthcare
Ransomware,Offline Backups,Manufacturing
Malware,SIEM,Manufacturing
Phishing,IDS,Healthcare
Ransomware,EDR,Manufacturing
Business Email Compromise,Email Filtering,Transportation
Brute Force,Account Lockout,Technology
DDoS,WAF,Energy
Business Email Compromise,Email Filtering,Utilities
